geo,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
DE,5288.0,4511.0,4298.0,4090.0,3909.0,3852.0,3733.0,3708.0,3825.0,3790.0,4341.0,4304.0,4596.0,4764.0,4935.0,5209.0,5206.0,5182.0,4935.0,4497.0,3780.0,3913.0,3795.0,3773.0,3496.0,3629.0,3701.0,3661.0,3640.0,3348.0,3235.0
