geo,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
DE,174.8647222222222,174.86527777777778,177.31027777777777,177.70694444444445,184.34944444444446,195.11833333333334,210.9163888888889,207.7722222222222,202.4947222222222,215.9013888888889,204.1772222222222,205.87305555555557,206.5911111111111,205.76055555555556,187.97833333333332,185.225,192.75861111111112,192.00972222222222,170.21277777777777,168.1988888888889,143.60805555555555,140.76111111111112,123.65055555555556,114.56472222222222,88.6986111111111,81.86361111111111,84.6525,77.906925,60.92476194444445,56.516621666666666,52.08741583333333
