geo,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990
AT,2740.412,2730.606,2718.652,2793.55,2787.42,2758.982,2750.268,2839.756,2759.112,2780.5,2863.29,2566.752,2910.096,2963.038,2930.708,2906.51,3610.0,6351.0,7131.0,6511.0,6616.0,6730.0,6631.0,6551.0,6567.0,6869.0,7103.0,7985.0,8413.0,9482.0,10929.0
Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
