partner,2020
RU,28132.0
UK,9489.0
US,9371.0
NO,8033.0
KZ,7427.0
NG,5174.0
IQ,2233.0
SA,2194.0
AZ,2163.0
LY,1855.0
DZ,1550.0
EG,1199.0
Other,3904.0
