partner,2020
NL,64504.5
RU,60564.9
SA,37943.6
UK,20646.0
NO,18914.8
US,18690.1
NG,12521.3
KZ,11887.5
DE,6444.0
IQ,6103.5
FR,4375.2
CA,3176.0
Other,20759.899999999907
